#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
951412791201250,-0.009842920725335522,-0.0036670034663462067,-0.005781924842547103,10.26309817164316,0.18737517699557255,-3.118161979039435
951412792177708,-0.0006938087563346516,-0.012061858705475752,-0.0109905137360643,10.276871981672887,0.1304848237197065,-2.868111194100301
951412793154427,0.012703201939380581,-0.00679926990828816,-0.00043893369373791533,10.197904360779381,0.23942206227987803,-2.5323278593486998
951412794131093,0.000990638840322726,0.006339772966067922,-0.012860109287290193,10.183290950500647,0.2983734565126782,-2.132246603446086
951412795107812,-0.020423146745588847,-0.005712036826115594,0.0024988588864877474,10.220981507342952,0.24716593787485355,-2.090571306933082
951412796084531,-0.0011242036907633099,0.005293210685299793,-0.011390711496224778,10.302210969305785,0.22909870439499197,-2.2286949763809427
951412797061250,-0.000145795133072258,-0.005572472816259768,0.0033002574087138688,10.218226956672858,0.19255757949046803,-2.8085751982444225
951412798037708,0.004345188687226275,-0.029147528221113304,-0.02488008411877683,10.250153615626637,0.13603720927419152,-3.1741260338545176
951412799014427,0.0027807645250655815,-0.011133301762420009,0.0038348574241663354,10.271516379595976,0.13768522888400023,-2.8323897954145525
951412799991145,0.00856056392789267,-0.0010711344675159568,-0.011791912258290422,10.24039433195007,0.22884098992134025,-2.4215907281117643
951412800967864,-0.006538760096017353,0.0035080634468257575,-0.0036445277826423943,10.2446918713059,0.2769541918131333,-2.1024781084487003
951412801944583,-0.014732516838279988,-0.003610487726230012,0.0004958640818750311,10.24756362503216,0.242514874825372,-2.0024577944730466
951412802920989,0.004585559963235512,0.0001316170236289978,-0.010723715229290649,10.25353483554289,0.2491998483859639,-2.352529887526726
951412803897708,-0.005979829072940495,-0.006520356735238238,0.0010294610954223345,10.22665075753278,0.20668098931904824,-2.9455078892990545
951412804874427,-0.0028319771901043423,-0.0021225094802671393,-0.010857114482677474,10.248210381698911,0.15166228178731184,-3.07886863931289
951412805851145,0.010852232611432958,-0.003975074896430776,0.004101655930939988,10.222299706164664,0.16527094281366506,-2.7085548842687692
951412806827864,0.01146002879273614,0.006604471819346326,-0.012860109287290193,10.294069520818837,0.25873105564041643,-2.357292806960752
951412807804583,-0.017116198943850833,-0.0037356225696525917,0.0012972626041011504,10.252276442646943,0.2783661723739456,-1.938158879183142
951412808781041,-0.0017602343244330558,-0.008883893883484581,-0.011257312242837951,10.27413771937728,0.241252432226891,-2.054849908247333
951412809757760,0.01030988541113127,-0.006966491325393689,-0.004312527051481688,10.237931865194907,0.2036137173649463,-2.564477316993652
951412810734479,-0.010917386189255394,0.0018806062685134907,-0.007784919647159819,10.245146429802945,0.18508195949998038,-3.050291122708734
951412811711145,0.008197797231192572,-0.009337337163879,-0.0027097300070294495,10.251430836681205,0.1661261303197647,-2.960987625994362
951412812687864,0.012550428717496849,0.0009940417921183533,-0.003244330022481916,10.218134678439705,0.19659466717460725,-2.4644570030179986
951412813664583,-0.005494577480450494,0.0077097458743184055,-0.007918318900546647,10.255774388477109,0.2923845867282681,-2.1536792438297567
951412814641041,-0.01790547400926404,-0.005713237751732378,0.0023654596331009223,10.309609713389243,0.26048506608773236,-1.9369688949288046
951412815617760,0.006170225861091478,-0.0009628306417601905,-0.014462906331742431,10.279407265741213,0.21836073530854877,-2.234647880069306
951412816594479,-0.004522658228896112,-0.00665850497281555,0.0004958640818750311,10.22845698406124,0.22002875350648773,-2.770471842772215
951412817571197,-0.003499320003589587,-0.0013406460527774148,-0.012326512273742887,10.20988851635166,0.15513680883379521,-3.155074356118414
951412818547916,0.013382437590947042,-0.009933947230979597,0.004636255946392456,10.244931447589774,0.1723259864159397,-2.782379638426726
951412819524322,0.006021933008695307,0.010727909679566482,-0.011123912989451127,10.214639201426548,0.24318612081163649,-2.391823227253272
951412820501041,-0.023658553534840993,0.017560238989333364,-0.0028431292604162747,10.274165426787803,0.27224903917979226,-2.054849908247333
951412821477760,-0.007190754922372718,-0.006201458915570777,-0.007651520393772996,10.317250961674008,0.20678348522951873,-1.9762622346553498
951412822454479,0.004462057910335428,0.00043720152497356767,-0.006182122602707581,10.244376062616547,0.21346786429892836,-2.3275243119633666
951412823431197,-0.008637273402681953,-0.002411133194789598,0.0012972626041011504,10.221533154709883,0.24031383901729486,-2.7573740628633665
951412824407916,-0.0009761974558100682,-0.0015849020820227367,-0.010055715960451355,10.294755842479555,0.16467915171026623,-3.1515024150776174
951412825384375,0.021855857840532948,-0.009968819221445924,0.0007626625886486819,10.157340759573465,0.14616179881467384,-2.734750444086466
951412826361093,-0.0032721489022260455,0.016662942230377682,-0.01419610782496878,10.187863580637647,0.26360006422336907,-2.282277074409566
951412827337760,-0.02016607058473115,-0.0014706787056894789,0.0026322581398745748,10.274618099371613,0.27824526772977665,-2.028654348429636
951412828314531,0.003508201996930329,0.005803366493440302,-0.013528108556129487,10.288977622830767,0.2245096841861263,-2.094143247973878
951412829291197,0.00130228564029591,-0.0017423863250386926,0.0019642588710352808,10.279743952763916,0.1979340650921668,-2.3537198717810637
951412830267916,-0.012509615776231603,-0.00039877579139878275,-0.010723715229290649,10.255559521010683,0.2137598953479907,-3.0014719441141366
951412831244375,-0.0016547968459869914,0.026131932080018627,0.007307250019844468,10.25010123249216,0.12291912206162289,-3.1765069965020842
951412832221093,0.010431542702212549,-0.0023415189830122414,-0.005781924842547103,10.212473908231292,0.2252286550257263,-2.447787282068354
951412833197812,-0.010279834376461645,0.01005193919708304,-0.012593310780516538,10.247388432328222,0.28522931987142935,-2.154870222222986
951412834174531,-0.01791730981794392,-0.005764940759865519,-0.0033777292758687435,10.227267595885523,0.26883496511949295,-1.933395959749116
951412835151250,0.009221322382135447,0.002259613575631584,-0.0097889174536777,10.259560261074276,0.21234223418632844,-2.27751415497554
951412836127656,-0.01076153869580683,-0.0002881551919158782,0.0015640611108748029,10.25098113370508,0.2300197115981517,-2.4311175611187092
951412837104375,-0.006553592349443613,0.0009050739718012317,-0.013126907794063844,10.253382288336596,0.1768211481007653,-2.9871831858120586
951412838081093,0.013910334965382111,-0.009009122833929507,0.004235055184326813,10.249013475826487,0.17337048480914893,-2.8931157755247687
951412839057812,0.007087403614660092,0.0034010546537091217,-0.015531103360742203,10.205789063502136,0.24663141739237687,-2.4906525628356957
951412840034531,-0.01580057050159766,-0.002171895714673143,-0.0016415329780296777,10.2206976688063,0.24246873982646824,-2.0369892089044583
951412841011250,-0.0058862508099225795,0.0014585172792414766,-0.010455913720611833,10.240214972005527,0.26634189693415433,-2.014365590127558
951412841987708,0.006452595785006484,0.003255588696376926,-0.0021761329934821463,10.241556565496953,0.2325080075637967,-2.3537198717810637
951412842964427,-0.018321297986034393,-0.0009821576176829196,-0.0019083314848033302,10.209809084136964,0.22382880545018188,-2.6037716508590893
951412843941145,0.000883385530522081,-0.002634861322495406,-0.008853116676159591,10.255955023694211,0.18976165852402258,-3.1169710006462052
951412844917812,0.013763428389915018,-0.0021262063641398397,0.003433656662100694,10.244517627843875,0.1471655302480545,-2.8752550761818942
951412845894531,-0.008549837494017115,0.005141619360244292,-0.013528108556129487,10.194982744039494,0.2958766127990945,-2.2167871807264317
951412846870989,-0.014866017758119932,-0.0016076260176500058,0.0022320603797140967,10.295396873560456,0.3201930170828985,-1.863144140770848
951412847847708,0.005769678209665887,0.0018325150667466187,-0.013126907794063844,10.2758443797175,0.25779473508672685,-2.165587039484268
951412848824427,-0.002402507013380868,-0.0038511409786249804,0.0031668581553270414,10.279496204521491,0.18223104056851927,-2.507323277924233
951412849801145,-0.014505117413720656,0.0047760370815725555,-0.009922316707064529,10.202232911762074,0.20343713461068533,-2.6966470886142577
951412850777864,0.00885938483941703,-0.008674594922212018,-0.0027097300070294495,10.323885034206912,0.16618817316038056,-2.9145494100473317
951412851754583,0.007628651476759623,0.0018493460844134324,-0.011257312242837951,10.219341708123535,0.153492653062524,-2.60138969407263
951412852731041,-0.015014572273543185,0.0012611515261462423,-0.002976528513803102,10.244249171533792,0.2422555678408901,-2.196545518735991
951412853707760,0.008226424594016757,-0.03739931078055902,-0.01419610782496878,10.293021522640963,0.33569082287772434,-1.863144140770848
951412854684427,0.005518458808116945,0.0033602897452823387,-0.005247324827094636,10.270997752435798,0.23146987257291213,-2.238220815248995
951412855661145,-0.011950275532681123,-0.004413994903369604,-0.00043893369373791533,10.242824947287051,0.19766203130303556,-2.557333434912059
951412856637864,-0.006164973973673912,0.008343835600264712,-0.0109905137360643,10.23123708245036,0.23188758048583719,-2.818101037112475
951412857614583,0.011124264971627468,-0.008619289137228522,0.003433656662100694,10.221979841192153,0.15056687883190356,-3.0062338694092703
951412858591041,-0.0011423171909153713,0.006817261847345776,-0.018736697449646685,10.207836033743838,0.18223104056851927,-2.507323277924233
951412859567760,-0.0196299104321629,-0.00184707834442819,0.005036453706552933,10.256665376454977,0.27595105619913407,-1.9607824979600423
951412860544479,0.002988839615021294,0.004110892988672004,-0.010189115213838178,10.299520266967447,0.2880485087733604,-1.829803704732666
951412861521145,-0.0008268786358852403,0.0019623685351299056,0.0012972626041011504,10.293259457223533,0.2395938728144453,-2.4037300287688903
951412862497864,-0.01686867155877438,-0.003142624308918264,-0.006449924111386397,10.233767122477571,0.21897252500007786,-2.6692605504033318
951412863474322,0.0018071122741322397,0.004161395071188361,-0.0045793255582553425,10.227363425604151,0.23057900421665153,-2.90502357117928
951412864451041,0.008466905495718343,-0.009451654647234603,-0.0007067352024167313,10.289285514669633,0.14968882293418645,-2.7716628211654446
951412865427760,-0.0050924599820776385,-1.7357603531205145e-05,-0.012459911527129715,10.221130214310504,0.2551483520826127,-2.3620557263947783
951412866404479,-0.014734916586298694,0.0007872654217187405,0.0033002574087138688,10.284189447838363,0.30823555803161595,-1.8893397005885448
951412867381197,0.004837048321015862,0.005283585221333686,-0.012459911527129715,10.280109208639688,0.25216857657842534,-1.9155352604062417
951412868357916,-0.007971916156757023,-0.0007969042572937916,0.003968256677553163,10.25906840601731,0.24311135116637125,-2.447787282068354
951412869334375,-0.0110599631348622,0.00036625661842412845,-0.014062708571581954,10.244447525257653,0.22235637323138466,-2.8133381176784487
951412870311041,0.009115407414708279,0.0011732814949076428,0.0019642588710352808,10.25882730143929,0.16742993436925657,-2.8776370329683534
951412871287760,0.003913812035409487,0.003565865190065167,-0.011925311511677245,10.214690767750904,0.18797969490362074,-2.6656886093625354
951412872264479,-0.009304285340268077,-0.0026962748721010847,-0.0009735337091903838,10.188614958042116,0.23981658923941088,-2.2370298368557653
951412873241197,-0.004022101577871926,-0.0001052186052538887,-0.007518121140386169,10.278477309298564,0.2737787420195116,-1.8024171665217399
951412874217916,0.0030031540669120844,0.0015017957490252951,-0.005648525589160276,10.248087194253637,0.24246237642414356,-2.0417521283384845
951412875194375,-0.012889099808244058,-0.0003218262567654212,-0.0021761329934821463,10.272320050627936,0.2226681772888958,-2.57995705368896
951412876171093,-0.014654396188084302,0.01619126118955385,-0.007784919647159819,10.240470910997026,0.21398102191852447,-2.835961736455349
951412877147812,0.014692642450928309,-0.004790609388770044,0.0018308596176484537,10.28389766568554,0.1898921062793798,-3.0193326434570116
951412878124531,-0.00948315520403286,0.009257842637247826,-0.012593310780516538,10.243460722540963,0.18102268755389758,-2.5192300794398514
951412879101197,-0.011280597545348431,-0.0031811841537413756,0.003968256677553163,10.222073670255613,0.2530243599039065,-2.166777023738605
951412880077656,0.0029847669258526977,0.0016893392505245252,-0.014329507078355605,10.295820338530444,0.2822654522089542,-1.6964429547188307
951412881054375,-0.005725587432386549,-0.0013563612223338746,0.0006292633352618565,10.258990437212416,0.250538650484142,-2.2429837346830213
951412882031093,-0.015028169218198611,0.0006670283877856448,-0.010055715960451355,10.236761539558433,0.20214287500058084,-2.772853799558674
951412883007812,0.004343094805597299,-0.0017712356283892665,-0.0012403322159640347,10.266310859274364,0.21027641968150143,-2.9312191309969764
951412883984531,0.00896746055149433,0.002975259751048492,-0.00391232929132121,10.285532783733402,0.17103968271899006,-2.8526314574049936
951412884961250,-0.015293540666296413,0.005607201665961853,-0.0059153240959339305,10.19702558814028,0.20606760844488817,-2.5120861973582587
951412885937708,-0.0001447220240528961,-0.004365903701602732,0.004903054453166108,10.267635344808616,0.2735846602409075,-1.947684718051194
951412886914427,-0.003290940862707652,0.035016388593132136,-0.006716722618160048,10.309088275096386,0.26292145947153045,-1.8976745610633672
951412887891093,-0.023351913221493777,0.001980400478413504,0.0033002574087138688,10.238567242063265,0.22640678353955473,-2.4585031051907427
951412888867812,-0.006032821031749732,0.0032665091929821636,-0.01566450261412903,10.224212983473766,0.1865989355350504,-2.807384219851193
951412889844531,0.007013039304345286,-0.004761751055903554,0.005036453706552933,10.278087806878501,0.17697864064805224,-2.869302172493531
951412890821250,0.0027149875492952506,0.006079877815256656,-0.012326512273742887,10.260174768584896,0.15084527469516032,-2.797858380983141
951412891797708,-0.018576810304560095,-0.0016100368983994905,0.0019642588710352808,10.279259494327917,0.23503825814343565,-2.24417471307625
951412892774427,0.004994220111125811,0.00018211910614535442,-0.005113925573707809,10.325850914663063,0.27503323003303703,-1.7559789505747094
951412893751145,-0.0012387577986680417,0.00229809737246418,-0.005514123333868287,10.264342009771852,0.26745957378999785,-2.070328650803748
951412894727864,-0.015137134249061782,-0.0045740017372585115,-0.0035111285292555704,10.23890338809015,0.19387251916197837,-2.7168897447435914
951412895704531,0.0002079973434745489,0.004524566469110611,-0.008452918915999114,10.230849003447856,0.19004005438727933,-2.908595512220076
951412896680989,0.00618912659990973,0.006734325287729613,0.0015640611108748029,10.278428254498309,0.1483945646522812,-2.8478685379709674
951412897657708,-0.011455302526932823,0.0022439834835815543,-0.011525113751516767,10.26882759193375,0.17012881577459923,-2.6418740121924054
951412898634427,-0.007691737456426689,-0.005939256020548289,0.0067726500043920005,10.260638178127481,0.21829391892004,-2.2846590311960253
951412899611145,0.005364152222835758,0.006337371114834353,-0.013126907794063844,10.296943502097164,0.27620558963572306,-1.7702677088767873
951412900587864,-0.008764965544546621,0.0016172290804912532,0.007173850766457641,10.293056272101444,0.2672766276334122,-2.2072613418583797
951412901564583,-0.013169353993054883,-0.0009243558744435098,-0.010189115213838178,10.2185201524886,0.2021174213912821,-2.7919054772947782
951412902541041,0.006464541173403575,0.0038424972515209003,0.004101655930939988,10.24458942612923,0.18760903037075569,-2.9431259325125954
951412903517760,0.0041771044489709655,0.01130759462197792,-0.005648525589160276,10.258921299955365,0.15322539282128567,-2.801430322023937
951412904494479,-0.01434818771720974,-0.004200999058224341,-0.006182122602707581,10.26744174420055,0.21679285205488125,-2.515658138399055
951412905471145,0.0009036699377410093,-0.0029465445589462445,0.0006292633352618565,10.289177292380753,0.2591892166231961,-2.014365590127558
951412906447864,0.0011231463394004051,0.006202610807445666,-0.01339470930274266,10.296166314976476,0.265509976035341,-1.74526312745232
951412907424583,-0.01818345493989513,0.003445654788749107,0.004235055184326813,10.304027538486327,0.1989706075722212,-2.470410900845254
951412908401041,0.0012730548373546908,-0.0021369386467003843,-0.012459911527129715,10.236186917135282,0.19814814545890116,-3.0860125213944825
951412909377760,0.022277757263462827,-0.03204044547281533,-0.007651520393772996,10.265965264236886,0.18759948460316905,-2.9502708087330807
951412910354479,-0.0051097282155068155,0.009659703649148487,-0.012058710765064071,10.252568440026302,0.16301272469495817,-2.614487473981479
951412911331197,-0.014312066405011802,-0.014462857909466683,0.0019642588710352808,10.209051243416843,0.26228989677155257,-2.370390586869601
951412912307916,0.013590263774998711,0.0009062748974180161,-0.012993508540677016,10.28368626883518,0.2864583542756561,-2.12748368401206
951412913284322,-0.006264938509225854,0.0027418301113860616,-0.00043893369373791533,10.289237099191451,0.2294852780977683,-1.9393498575763717
951412914261041,-0.017423251361508928,0.005301626194133199,-0.010455913720611833,10.267991665023802,0.263328031762437,-2.4858896434016695
951412915237760,0.009111064014444748,-0.0039220858851744195,-0.004713727813547331,10.231667466014123,0.16717380975003665,-3.069342800444838
951412916214479,0.004989617703141484,0.005905562554573885,-0.0021761329934821463,10.241002518537591,0.13754046314136267,-2.9407449698650283
951412917191197,-0.013190196843160562,0.004729146805422468,-0.015130905600581725,10.21717510999829,0.15231770691395752,-2.588291914163782
951412918167916,-0.005435737330303775,-0.011136913568786279,0.003433656662100694,10.192225497322271,0.24697185609624947,-2.235838858462536
951412919144375,0.013047032206777512,0.004853080723228264,-0.016065703376194677,10.255799483565811,0.234254063426157,-1.9393498575763717
951412920121093,-0.013654559786934034,-0.00687150984747673,0.006238049988939532,10.28011832690278,0.2519824480565777,-2.054849908247333
951412921097812,-0.002970979519034646,0.00038669944245721107,-0.011791912258290422,10.23691888539788,0.19619536666718151,-2.763327960690622
951412922074479,0.00885500159086712,-0.0018807403797618174,0.0012972626041011504,10.242537365139912,0.15507476599317935,-3.201512572065444
951412923051197,-0.002977067942532517,0.005569927824261957,-0.010055715960451355,10.237558233111658,0.16754129324583894,-2.794286439942345
951412924027656,-0.011961675295111744,-0.002325888890962212,-0.0040457285447080375,10.200781659419127,0.21681035107922433,-2.5025603584902067
951412925004375,0.006991513905024244,-0.0024520188428557633,-0.003244330022481916,10.230848798086676,0.2555349257853891,-2.0727106075902073
951412925981093,0.003259517405210341,0.0036031390317650632,-0.007784919647159819,10.22902772625341,0.2758444695422454,-2.0405611499452547
951412926957812,-0.017523436330459496,-3.5483653837149555e-05,0.0002280625731962152,10.288129447568235,0.2194879552755805,-2.2834680528027955
951412927934531,0.00020306894985748194,0.005972783944633589,-0.009521115944998885,10.219391989566539,0.21621060539086984,-2.95146178712631
951412928911250,0.005274451156181558,-0.002021514344750342,0.0003614618265830406,10.274213693869237,0.16475392135553146,-3.095538360262535
951412929887656,-0.005497017549339232,-0.00018336906550403464,-0.016199102629581495,10.229638871552474,0.18307250590672006,-2.7692818585178776
951412930864375,-0.00716735587754653,-0.008770871432768107,0.0012972626041011504,10.230351345235468,0.2002855472437315,-2.378725447344423
951412931841093,0.004144723088603858,0.02505900742463992,-0.008853116676159591,10.257490969855718,0.30205578750566453,-2.053658929854103
951412932817812,-0.006921734647082138,-3.788550507071846e-05,-3.873593357743736e-05,10.299349894760791,0.27464188411056695,-2.048896010420077
951412933794531,-0.014243883985170876,0.009168986527054172,-0.007651520393772996,10.243801873592965,0.24423061787664654,-2.5025603584902067
951412934771250,0.004600978003080209,-0.0024736625925056302,-0.005648525589160276,10.224998605473983,0.2064582728940827,-3.112208081212179
951412935747708,-0.005882672782534372,0.0014741473712915057,-0.008719717422772768,10.247036808341068,0.16844738797053613,-3.00861582619573
951412936724427,-0.005070868940211588,-0.01007582801456256,-0.011123912989451127,10.192385440336457,0.18214354544680386,-2.5728121774684745
951412937701093,0.004616892459568819,-0.006678947796848633,-0.001774932231416503,10.288621385632846,0.3148944834917269,-2.259653455632666
951412938677812,0.007222159412698916,0.008353452034714904,-0.009922316707064529,10.257349488353702,0.27352738961998535,-1.990550992957428
951412939654531,-0.018319073460277897,0.0018336218853410569,0.0016974603642616283,10.269938784064832,0.24111084752131617,-2.1608241200502416
951412940630989,-0.0036454302463474995,0.0067486337145234755,-0.011658513004903594,10.210835985944689,0.22491366993115244,-2.6835493087054094
951412941607708,0.0025001390983132045,-0.0027865467545732533,0.0037004551688743464,10.24978081644077,0.16828830424061822,-3.127687817907487
951412942584427,-0.019731784787311187,0.029769438917510486,-0.015531103360742203,10.236653173836597,0.16260865196783872,-2.9169303726948987
951412943561145,-0.011673955252351353,-0.005565258233043146,0.004101655930939988,10.197323758863869,0.21333741521537194,-2.4251636632914533
951412944537864,0.013602873051941543,-0.003313448502874147,-0.010723715229290649,10.285565667324473,0.32465954412136255,-2.089380328539852
951412945514583,-0.004283867655049831,0.004984135117228335,-0.0015081337246428523,10.278869809527865,0.275912875785186,-1.9893600145641983
951412946491041,-0.017399134016382475,0.0008643090633744485,-0.0028431292604162747,10.25743728758255,0.25885514132164816,-2.2644163750666917
951412947467708,0.0024626447610306425,0.0034623740962924543,-0.008719717422772768,10.213584383319189,0.25804063246508463,-2.874065091927557
951412948444427,-0.00015975263949645252,-0.0025615235942283137,-0.0007067352024167313,10.230027958691462,0.1527401870465763,-3.1646001949864657
951412949421145,-0.013055740755596535,0.00687617943869554,-0.0121921100184509,10.213719079481908,0.17002222911771056,-2.7216526641776175
951412950397864,0.005168051208491422,-0.012194302239137299,0.0037004551688743464,10.203027679671195,0.24449787811788487,-2.3025197305389
951412951374583,0.014371329200069045,0.008459148192091287,-0.012993508540677016,10.257317638937518,0.2901205996984188,-2.0631847687221554
951412952351041,-0.016725160769735063,0.0015811561644081412,0.0031668581553270414,10.287096293805428,0.2627894192053431,-1.9965048907846836
951412953327760,-0.011187460531011743,0.0039941736540828315,-0.008452918915999114,10.264925575295658,0.2682304472114448,-2.385869329426016
951412954304479,0.007541486554498569,-0.005701219466048618,0.0037004551688743464,10.25664189813662,0.1791795908022353,-3.0062338694092703
951412955281145,-0.0048329073147565255,0.0042358220149487725,-0.011123912989451127,10.246284836165477,0.12895512087998712,-3.120543935825894
951412956257864,-0.010365314715601398,-0.0013647767311672813,-0.0003055344403510899,10.215004450408383,0.22523979064774471,-2.4394524215935314
951412957234322,0.009916282153842462,-0.007351512290111621,-0.002976528513803102,10.234979703964017,0.28290269550978203,-2.1120039473167522
951412958211041,0.004577598687297394,0.0069098414740291665,-0.008452918915999114,10.256855922622606,0.26166160341892986,-1.9488756964444236
951412959187760,-0.01858487754391325,0.0006260576622130487,9.466331980938805e-05,10.319617397856861,0.29700860498581994,-2.262035412419125
951412960164479,0.001135647035281389,0.002784001762575442,-0.010455913720611833,10.27564158119028,0.19770657511930834,-2.523992998873877
951412961141197,0.0010442373829675205,-0.0031775813768910224,0.00436845443771364,10.257130045482047,0.20773503215164488,-3.0491001443155046
951412962117916,-0.009884547329116436,0.005235494019566814,-0.017801899674033738,10.284897189717984,0.1423792458953228,-2.8883528560907425
951412963094322,-0.0014680646426852473,-0.005157392593058563,0.005303252213326586,10.212518847868244,0.23000062271937685,-2.4454053252818944
951412964071041,0.008157814363591217,0.006251911964345238,-0.007918318900546647,10.288406425293424,0.2782961749483741,-1.990550992957428
951412965047760,0.0019972954227060443,-0.03259388878025558,-0.010322514467225007,10.282241428034576,0.30698524774660196,-1.933395959749116
951412966024479,-0.014490025359508697,-0.0021044685074676256,-0.008853116676159591,10.297478331483154,0.2061710127365149,-2.4346895021595056
951412967001197,0.0026180280716333625,-0.0023150625013793205,-0.0028431292604162747,10.230667313299179,0.19626695527538401,-2.709744868523106
951412967977916,-0.0028206388664421215,0.000865509988991233,-0.0027097300070294495,10.28593904749359,0.2113225079291424,-3.040765283840682
951412968954375,-0.006538367986940294,-0.002636071277628106,-0.008987518931451584,10.237431597136965,0.17835303794249716,-2.7323684873000067
951412969931093,0.012694554185759344,-0.0033638298457511215,-0.0015081337246428523,10.204910673383843,0.24684299819532401,-2.332287231397393
951412970907812,-0.0005942938861355555,0.006626115568996193,-0.010455913720611833,10.237764108842807,0.2748693740834254,-1.8786228833272631
951412971884531,-0.018310483734713355,-0.0005336211762939002,0.0037004551688743464,10.27180441902324,0.24116334592254463,-2.121529786184804
951412972861197,-0.007086834410958388,0.005296813462150146,-0.0109905137360643,10.280621192140268,0.1953385879784509,-2.5120861973582587
951412973837656,0.0038278079360941357,-0.006384395502232768,0.0014306618574879758,10.248378156735633,0.2009259715816221,-2.7919054772947782
951412974814375,-0.011063736183274383,0.003422698403358989,-0.013126907794063844,10.264932758848431,0.12433746602475995,-3.0074248478025
951412975791093,0.004505919995354467,-0.013665355360411012,0.0022320603797140967,10.224958137473125,0.15951910744150075,-2.5525705154780334
951412976767812,0.023556615619058162,-0.0059235318214759134,-0.006182122602707581,10.253092443754799,0.29373989248753973,-2.031035311077203
951412977744531,-0.011316279400585397,0.005212555237277815,-0.005648525589160276,10.301362041899765,0.3013055941456233,-1.7226395086754198
951412978721250,-0.020049307751645543,-0.002474863518122415,-0.005781924842547103,10.224445282451747,0.22184162442915756,-2.3060916715796957
951412979697708,0.005647714997904071,0.0029464104476979182,-0.007116920378320526,10.220544654468952,0.20833000429210646,-2.6037716508590893
951412980674427,-0.0018755671030327027,-0.006271287974009863,-0.0007067352024167313,10.219275936144863,0.21161999399937317,-2.818101037112475
951412981651145,-0.011196489438228407,0.005557909538578197,-0.011390711496224778,10.228286273966198,0.14839615583491217,-2.846677559577738
951412982627812,0.009409276045770729,-0.010990134975713833,0.005036453706552933,10.227579442705068,0.21556540883328557,-2.5418536982167517
951412983604531,0.015570511700023628,0.005010676676367687,-0.013261310049355832,10.236978914465286,0.2675613868989936,-1.9941229339982245
951412984581250,-0.02137270978799232,0.003676476760032156,0.0003614618265830406,10.33423699645002,0.3107047624620877,-1.8262317636918697
951412985557708,-0.010130970370030823,-0.0006959357543940302,-0.014329507078355605,10.289578933636632,0.23729588177096017,-2.3394321076178777
951412986534427,0.006990709957826752,0.0030221590567144955,0.0012972626041011504,10.231348985613236,0.20824091798776007,-2.670451528796561
951412987511145,-0.017961980740426833,0.01915402510279609,-0.002442931500255797,10.266854077543448,0.19344299282556018,-3.0383843211931154
