951412773297707.3750000000000000000000000, -0.6979800000000000448352466, 1.0082759999999999500630565, -0.7519190000000000040358827, -0.0043100006111710595368969, 0.8152771156087490478370228, 0.2195630311346987162401945, 0.5358140759800488206465729
951412781297707.3750000000000000000000000, -0.6979689999999999505675419, 1.0082809999999999828190766, -0.7519160000000000287911917, -0.0043930016558588200550894, 0.8152983073112641809743195, 0.2196970828106567519277803, 0.5357262019318511647725245
951412789297707.3750000000000000000000000, -0.6979809999999999625686087, 1.0082839999999999580637677, -0.7519249999999999545252649, -0.0043479996803829036242095, 0.8153119400672368399796142, 0.2195869838583809907639477, 0.5357509606174840621761746
951412798297707.3750000000000000000000000, -0.6979750000000000120792265, 1.0082809999999999828190766, -0.7519200000000000327915473, -0.0043770006918834973574928, 0.8152981288762237710443515, 0.2196910347271138486124897, 0.5357290846840425668773378
951412806297707.3750000000000000000000000, -0.6979889999999999705693199, 1.0082580000000000985949100, -0.7519240000000000367919029, -0.0042340028651189527686416, 0.8152715516883310975515542, 0.2195771485862599015081997, 0.5358173625837132636462457
951412814297707.2500000000000000000000000, -0.6980009999999999825703867, 1.0082629999999999093063252, -0.7519270000000000120365939, -0.0042789997492698773895459, 0.8152939522274446071392617, 0.2194549871409257058019193, 0.5358329686026002125487366
951412823297707.3750000000000000000000000, -0.6980129999999999945714535, 1.0082610000000000738396011, -0.7519299999999999872812850, -0.0042790000456226981451202, 0.8152850086925688133376866, 0.2194930023402343888250243, 0.5358310057130301062855438
951412831297707.2500000000000000000000000, -0.6980060000000000153264068, 1.0082690000000000818403123, -0.7519259999999999832809294, -0.0044140006358500795749511, 0.8153001174464363787208754, 0.2195170316220892425818079, 0.5357970771831819245534234
951412839297707.2500000000000000000000000, -0.6980119999999999658157890, 1.0082770000000000898410235, -0.7519289999999999585256205, -0.0043549991636072484316178, 0.8152798434226676826952485, 0.2195109578421563234496006, 0.5358308970918106428626970
951412848297707.2500000000000000000000000, -0.6980009999999999825703867, 1.0082830000000000403304057, -0.7519270000000000120365939, -0.0043800000002934599135918, 0.8152810000546237834129215, 0.2195230000147080362538077, 0.5358240000359001387053581
951412856297707.2500000000000000000000000, -0.6980070000000000440820713, 1.0082720000000000570850034, -0.7519240000000000367919029, -0.0043539984716379548021492, 0.8152977138101701326533544, 0.2195229229419794758637607, 0.5357988119212550026659869
951412864297707.3750000000000000000000000, -0.6979990000000000360813601, 1.0082729999999999748183654, -0.7519289999999999585256205, -0.0043480023284558754620432, 0.8153324366293893676882476, 0.2195491175736336009194360, 0.5357352868986449134780514
